City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp(Celsius)
274,saldanha,-33.0117,17.9442,292.0,74,0,2.82,ZA,1667719299,18.899999999999977
275,benghazi,32.1167,20.0667,294.64,58,13,9.09,LY,1667719299,21.539999999999964
276,pucallpa,-8.3791,-74.5539,296.31,58,93,0.56,PE,1667719299,23.20999999999998
277,aksarka,66.5606,67.7975,267.56,96,100,1.51,RU,1667719300,-5.5400000000000205
278,airai,-8.9266,125.4092,295.36,66,85,1.34,TL,1667719300,22.25999999999999
279,luancheng,37.8792,114.6517,285.24,36,27,1.86,CN,1667719300,12.139999999999986
280,bundaberg,-24.85,152.35,296.05,58,17,0.89,AU,1667719301,22.94999999999999
281,kulhudhuffushi,6.6221,73.07,300.38,69,96,0.44,MV,1667719301,27.279999999999973
282,samarai,-10.6167,150.6667,302.17,71,90,4.25,PG,1667719301,29.069999999999993
283,gat,31.61,34.7642,297.82,100,0,1.61,IL,1667719302,24.71999999999997
284,saint-pierre,-21.3393,55.4781,299.97,65,75,3.6,RE,1667719302,26.870000000000005
285,deputatskiy,69.3,139.9,253.28,94,100,4.25,RU,1667719302,-19.82000000000002
286,russell,32.3502,-85.1999,295.75,78,0,1.54,US,1667719303,22.649999999999977
287,pisco,-13.7,-76.2167,287.18,82,9,1.03,PE,1667719303,14.079999999999984
288,san isidro,-12.1167,-77.05,289.27,84,0,4.12,PE,1667719303,16.16999999999996
289,trofors,65.5333,13.4063,277.08,100,100,0.89,NO,1667719304,3.9799999999999613
290,narsaq,60.9167,-46.05,280.27,89,100,0.39,GL,1667719304,7.169999999999959
291,guozhen,34.3659,107.359,293.22,48,22,0.41,CN,1667719305,20.120000000000005
292,khyriv,49.5333,22.8524,280.17,97,100,1.42,UA,1667719305,7.069999999999993
293,klaksvik,62.2266,-6.589,278.66,82,100,5.75,FO,1667719305,5.560000000000002
294,qaqortoq,60.7167,-46.0333,272.53,93,100,0.85,GL,1667719306,-0.57000000000005
295,san quintin,30.4833,-115.95,289.21,75,1,2.86,MX,1667719306,16.109999999999957
296,dabat,12.9842,37.765,290.03,43,4,2.79,ET,1667719306,16.92999999999995
297,maniitsoq,65.4167,-52.9,268.99,62,38,3.38,GL,1667719307,-4.110000000000014
298,gravdal,68.1214,13.5031,279.75,90,100,3.77,NO,1667719307,6.649999999999977
299,gillette,44.2911,-105.5022,271.51,48,20,3.09,US,1667719307,-1.5900000000000318
300,virginia beach,36.8529,-75.978,292.6,93,75,2.06,US,1667719308,19.5
301,namibe,-15.1961,12.1522,295.02,61,19,3.97,AO,1667719308,21.91999999999996
302,tome,-36.6167,-72.95,281.49,91,2,2.02,CL,1667719308,8.389999999999986
303,vite,17.2833,74.55,301.13,41,80,4.94,IN,1667719308,28.029999999999973
304,shakawe,-18.3667,21.85,300.03,46,68,1.45,BW,1667719310,26.92999999999995
305,fortuna,40.5982,-124.1573,280.92,94,100,1.34,US,1667719310,7.819999999999993
306,soyo,-6.1349,12.3689,298.93,82,93,1.66,AO,1667719310,25.829999999999984
307,shitanjing,39.2342,106.3439,281.47,26,0,3.33,CN,1667719040,8.370000000000005
308,methven,-43.6333,171.65,284.27,85,98,1.79,NZ,1667719311,11.169999999999959
309,castro,-24.7911,-50.0119,280.46,97,83,2.31,BR,1667719298,7.359999999999957
310,sao felix do xingu,-6.6447,-51.995,294.75,99,100,0.23,BR,1667719312,21.649999999999977
311,bijie,27.3125,105.2942,291.92,54,4,2.99,CN,1667719312,18.819999999999993
312,synya,65.3718,58.0387,270.68,98,100,1.72,RU,1667719312,-2.420000000000016
313,kollam,8.8833,76.6,301.78,68,85,2.34,IN,1667719086,28.67999999999995
314,eastleigh,50.9667,-1.35,286.96,96,75,0.51,GB,1667719042,13.859999999999957
315,vilhena,-12.7406,-60.1458,290.86,64,26,0.77,BR,1667719313,17.75999999999999
316,togur,58.3631,82.8265,272.73,75,15,4.01,RU,1667719313,-0.37000000000000455
317,meulaboh,4.1363,96.1285,301.87,67,100,2.5,ID,1667719314,28.769999999999982
318,sosnytsya,51.5239,32.4999,274.55,76,100,4.5,UA,1667719314,1.4499999999999886
319,rodrigues alves,-7.738,-72.6509,292.26,66,6,0.8,BR,1667719315,19.159999999999968
320,port lincoln,-34.7333,135.8667,294.99,52,7,3.11,AU,1667719315,21.889999999999986
321,valparaiso,-33.0393,-71.6273,283.95,81,0,0.0,CL,1667719315,10.849999999999966
322,mabaruma,8.2,-59.7833,294.72,99,57,0.84,GY,1667719316,21.620000000000005
323,brookings,44.3114,-96.7984,282.34,85,100,2.06,US,1667719316,9.239999999999952
324,saint george,37.1041,-113.5841,284.48,49,100,0.0,US,1667719316,11.379999999999995
325,yar-sale,66.8333,70.8333,266.01,80,100,0.12,RU,1667719316,-7.090000000000032
326,takaka,-40.85,172.8,287.9,81,68,0.61,NZ,1667719317,14.799999999999955
327,mehamn,71.0357,27.8492,278.12,93,100,5.66,NO,1667719317,5.019999999999982
328,port hardy,50.6996,-127.4199,277.25,87,75,6.69,CA,1667719317,4.149999999999977
329,bombay,19.0144,72.8479,307.14,22,20,2.57,IN,1667719129,34.039999999999964
330,pahrump,36.2083,-115.9839,286.66,38,85,1.05,US,1667719318,13.560000000000002
331,krasnoselkup,65.7,82.4667,270.63,97,100,3.18,RU,1667719318,-2.4700000000000273
332,constantine,36.365,6.6147,281.82,81,40,1.03,DZ,1667719319,8.71999999999997
333,nikolskoye,59.7035,30.7861,273.09,72,100,4.54,RU,1667719319,-0.010000000000047748
334,lompoc,34.6391,-120.4579,286.55,88,0,5.66,US,1667719320,13.449999999999989
335,elko,41.0002,-115.5012,276.16,87,100,1.79,US,1667719320,3.0600000000000023
336,san vicente,-26.6167,-54.1333,285.03,82,38,1.37,AR,1667719321,11.92999999999995
337,gwadar,25.1216,62.3254,300.49,65,100,3.47,PK,1667719321,27.389999999999986
338,taitung,22.7583,121.1444,298.3,73,75,2.57,TW,1667719206,25.19999999999999
339,san juan,-31.5375,-68.5364,295.4,29,31,9.97,AR,1667719322,22.299999999999955
340,cabra,37.4725,-4.4421,285.58,28,55,1.07,ES,1667719322,12.479999999999961
341,polis,35.0367,32.4264,295.05,49,0,1.47,CY,1667719323,21.94999999999999
342,tacarigua,10.0862,-67.9198,292.81,95,97,0.32,VE,1667719323,19.70999999999998
343,ambon,-3.6954,128.1814,299.23,89,40,2.06,ID,1667719323,26.129999999999995
344,kondinskoye,59.6481,67.41,267.82,88,23,4.2,RU,1667719324,-5.28000000000003
345,canakkale,40.0833,26.8333,285.47,48,100,1.3,TR,1667719324,12.370000000000005
346,sitka,57.0531,-135.33,274.09,37,20,1.54,US,1667719325,0.9899999999999523
347,ambilobe,-13.2,49.05,307.92,30,0,2.99,MG,1667719139,34.81999999999999
348,provost,52.3501,-110.2683,262.3,88,100,8.19,CA,1667719325,-10.800000000000011
349,rantepao,-2.9701,119.8978,297.89,88,100,1.07,ID,1667719326,24.789999999999964
350,kodinsk,58.6881,99.1844,272.55,82,100,2.42,RU,1667719152,-0.5500000000000114
351,winslow,35.0242,-110.6974,280.25,49,0,0.0,US,1667719327,7.149999999999977
352,san patricio,28.017,-97.5169,298.09,90,0,0.93,US,1667719327,24.989999999999952
353,ust-nera,64.5667,143.2,249.14,99,90,2.48,RU,1667719327,-23.960000000000036
354,marystown,47.1666,-55.1483,284.2,92,95,4.26,CA,1667719327,11.099999999999966
355,imeni poliny osipenko,52.4201,136.4853,266.35,72,6,2.24,RU,1667719328,-6.75
356,epe,6.5841,3.9834,298.78,87,100,1.04,NG,1667719328,25.67999999999995
357,mudgee,-32.5943,149.5871,292.94,78,98,0.59,AU,1667719066,19.839999999999975
358,luderitz,-26.6481,15.1594,293.13,66,99,2.91,NA,1667719329,20.029999999999973
359,guanica,17.9716,-66.908,297.14,93,63,3.19,PR,1667719329,24.039999999999964
360,fort nelson,58.8053,-122.7002,259.92,85,100,4.12,CA,1667719329,-13.180000000000007
361,carutapera,-1.195,-46.02,296.19,94,100,1.3,BR,1667719330,23.089999999999975
362,nelson bay,-32.7167,152.15,294.31,79,100,5.36,AU,1667719330,21.20999999999998
363,schwanewede,53.2333,8.6,282.13,91,62,1.79,DE,1667719331,9.029999999999973
364,miyakonojo,31.7333,131.0667,292.94,54,100,2.34,JP,1667719331,19.839999999999975
365,pietarsaari,63.65,22.6833,275.93,93,100,7.39,FI,1667719331,2.829999999999984
366,havre-saint-pierre,50.2334,-63.5986,280.35,87,100,5.66,CA,1667719332,7.25
367,awbari,26.5921,12.7805,290.01,30,0,2.39,LY,1667719332,16.909999999999968
368,anadyr,64.75,177.4833,275.43,75,0,7.0,RU,1667719332,2.329999999999984
369,steamboat springs,40.485,-106.8317,272.23,93,100,5.14,US,1667719333,-0.8700000000000045
370,svetlogorsk,52.6333,29.7333,276.3,84,100,5.45,BY,1667719333,3.1999999999999886
371,skibbereen,51.55,-9.2667,284.88,86,91,10.19,IE,1667719334,11.779999999999973
372,kattivakkam,13.2167,80.3167,304.2,62,100,6.96,IN,1667719063,31.099999999999966
373,gushikawa,26.3544,127.8686,295.92,60,40,6.17,JP,1667719334,22.819999999999993
374,kosh-agach,50.0,88.6667,274.89,44,74,0.99,RU,1667719334,1.7899999999999636
375,souillac,-20.5167,57.5167,300.36,61,40,6.17,MU,1667719335,27.25999999999999
376,cap malheureux,-19.9842,57.6142,299.52,68,12,3.13,MU,1667719335,26.41999999999996
377,adrar,20.5022,-10.0711,293.36,19,0,3.94,MR,1667719336,20.25999999999999
378,novobeysugskaya,45.472,39.8861,280.87,65,6,6.4,RU,1667719336,7.769999999999982
379,loikaw,19.6742,97.2094,299.89,48,8,1.31,MM,1667719336,26.789999999999964
380,praia da vitoria,38.7333,-27.0667,289.13,94,75,3.37,PT,1667719337,16.029999999999973
381,bathsheba,13.2167,-59.5167,299.49,89,75,9.26,BB,1667719337,26.389999999999986
382,namtsy,62.7161,129.6658,254.88,98,100,1.2,RU,1667719337,-18.220000000000027
383,seoni malwa,22.45,77.4667,304.45,34,3,0.97,IN,1667719055,31.349999999999966
384,dikson,73.5069,80.5464,262.91,93,100,6.77,RU,1667719338,-10.189999999999998
385,arlit,18.7369,7.3853,295.38,18,54,1.04,NE,1667719338,22.279999999999973
386,macklin,52.3334,-109.9348,262.15,89,100,8.68,CA,1667719339,-10.950000000000045
387,desnogorsk,54.1508,33.2815,273.1,82,100,4.23,RU,1667719339,0.0
388,apac,1.9756,32.5386,294.32,81,98,0.99,UG,1667719339,21.21999999999997
389,khandyga,62.6667,135.6,255.92,99,100,0.87,RU,1667719340,-17.180000000000035
390,gornoye loo,43.7129,39.6049,285.03,51,12,1.02,RU,1667719340,11.92999999999995
391,xiaoweizhai,26.1903,107.5125,296.34,45,78,1.98,CN,1667719341,23.239999999999952
392,los llanos de aridane,28.6585,-17.9182,291.01,75,20,4.12,ES,1667719341,17.909999999999968
393,mushie,-3.0167,16.9,295.27,97,100,1.16,CD,1667719341,22.16999999999996
394,arang,21.2,81.9667,304.33,45,11,0.39,IN,1667719047,31.22999999999996
395,tonota,-21.4833,27.4833,302.25,43,96,3.7,BW,1667719342,29.149999999999977
396,alihe,50.5667,123.7167,273.45,50,6,1.38,CN,1667719342,0.3499999999999659
397,ihosy,-22.4,46.1167,299.6,58,100,1.09,MG,1667719343,26.5
398,kontagora,10.3999,5.4695,295.85,32,100,2.77,NG,1667719343,22.75
399,fort saint james,54.4333,-124.25,260.28,70,72,4.1,CA,1667719343,-12.82000000000005
400,altamira,-3.2033,-52.2064,295.71,91,100,0.43,BR,1667719343,22.609999999999957
401,lorengau,-2.0226,147.2712,301.58,75,63,1.64,PG,1667719344,28.47999999999996
402,husavik,66.0449,-17.3389,274.93,93,56,3.75,IS,1667719344,1.829999999999984
403,aras,42.5617,-2.356,274.39,93,0,1.54,ES,1667719344,1.2899999999999636
404,paamiut,61.994,-49.6678,272.26,78,100,12.46,GL,1667719345,-0.8400000000000318
405,la rioja,42.25,-2.5,271.03,32,19,2.67,ES,1667719345,-2.07000000000005
406,dwarka,22.2394,68.9678,303.37,44,100,3.7,IN,1667719345,30.269999999999982
407,rio gallegos,-51.6226,-69.2181,282.18,87,0,2.06,AR,1667719346,9.079999999999984
408,techiman,7.5862,-1.9414,295.4,86,50,1.22,GH,1667719346,22.299999999999955
409,urucui,-7.2294,-44.5561,295.79,96,100,0.84,BR,1667719346,22.689999999999998
410,camacha,33.0833,-16.3333,290.83,82,75,1.54,PT,1667719346,17.72999999999996
411,dzilam gonzalez,21.2833,-88.9333,295.45,90,2,2.32,MX,1667719347,22.349999999999966
412,tshikapa,-6.4167,20.8,297.1,81,92,1.26,CD,1667719347,24.0
413,ajdabiya,30.7554,20.2263,295.75,44,0,6.9,LY,1667719347,22.649999999999977
414,jaumave,23.4167,-99.3833,289.68,74,0,1.84,MX,1667719348,16.579999999999984
415,dedovichi,57.5517,29.9502,273.98,86,100,4.82,RU,1667719348,0.8799999999999955
416,tilichiki,60.4667,166.1,271.44,91,94,2.81,RU,1667719348,-1.660000000000025
417,sinnamary,5.3833,-52.95,298.41,85,83,1.68,GF,1667719349,25.310000000000002
418,choya,52.0108,86.5467,281.68,53,100,1.57,RU,1667719350,8.579999999999984
419,naze,28.3667,129.4833,293.66,67,74,4.36,JP,1667719350,20.560000000000002
420,peniche,39.3558,-9.3811,285.62,97,51,3.69,PT,1667719351,12.519999999999982
421,ta khmau,11.4833,104.95,304.18,62,40,2.06,KH,1667719351,31.079999999999984
422,elk city,35.412,-99.4043,282.14,76,0,4.12,US,1667719351,9.039999999999964
423,bitam,2.076,11.5007,295.18,100,100,0.49,GA,1667719352,22.079999999999984
424,yumen,40.2833,97.2,284.35,16,42,6.59,CN,1667719352,11.25
425,abha,18.2164,42.5053,295.29,21,0,0.0,SA,1667719352,22.189999999999998
426,bac lieu,9.285,105.7244,301.69,75,100,5.03,VN,1667719193,28.589999999999975
427,namatanai,-3.6667,152.4333,299.83,81,91,1.1,PG,1667719353,26.72999999999996
428,afua,-0.1567,-50.3867,296.2,94,100,0.93,BR,1667719354,23.099999999999966
429,polunochnoye,60.8697,60.4153,269.65,80,53,2.22,RU,1667719355,-3.4500000000000455
430,broome,42.2506,-75.833,294.2,79,75,5.66,US,1667719355,21.099999999999966
431,touros,-5.1989,-35.4608,298.49,79,70,5.13,BR,1667719355,25.389999999999986
432,rancho palos verdes,33.7445,-118.387,288.14,78,8,2.56,US,1667719356,15.039999999999964
433,coquimbo,-29.9533,-71.3436,285.0,82,0,3.6,CL,1667719356,11.899999999999977
434,kununurra,-15.7667,128.7333,312.14,19,5,2.06,AU,1667719356,39.039999999999964
435,erzin,36.9559,36.2,296.33,29,0,1.16,TR,1667719357,23.22999999999996
436,hambantota,6.1241,81.1185,300.47,77,100,4.65,LK,1667719358,27.370000000000005
437,nogliki,51.8333,143.1667,269.02,66,77,4.92,RU,1667719358,-4.080000000000041
438,gornyy,55.1153,83.9059,275.84,52,42,7.49,RU,1667719358,2.7399999999999523
439,arraias,-12.9288,-46.9437,293.91,75,100,1.29,BR,1667719359,20.810000000000002
440,tessalit,20.1986,1.0114,295.01,19,0,3.08,ML,1667719360,21.909999999999968
441,isangel,-19.55,169.2667,299.5,78,7,2.73,VU,1667719360,26.399999999999977
442,oksfjord,70.2396,22.3479,277.25,99,100,2.83,NO,1667719361,4.149999999999977
443,nemuro,43.3236,145.575,281.27,55,94,2.05,JP,1667719361,8.169999999999959
444,ternate,0.8,127.4,301.95,73,94,2.06,ID,1667719317,28.849999999999966
445,penon blanco,24.7897,-104.0369,287.47,34,0,3.28,MX,1667719362,14.370000000000005
446,salalah,17.0151,54.0924,304.2,55,0,1.03,OM,1667719363,31.099999999999966
447,wamba,8.9333,8.6,297.48,35,78,0.71,NG,1667719363,24.379999999999995
448,cabo san lucas,22.8909,-109.9124,295.66,62,0,2.24,MX,1667719363,22.560000000000002
449,ixtapa,20.7,-105.2,293.07,94,4,1.15,MX,1667719364,19.96999999999997
450,gaoua,10.2992,-3.2508,298.47,53,98,0.77,BF,1667719364,25.370000000000005
451,visnes,59.3556,5.2242,284.38,76,75,9.26,NO,1667719364,11.279999999999973
452,tuban,-6.8976,112.0649,303.59,63,100,0.91,ID,1667719329,30.489999999999952
453,jaque,7.5175,-78.1703,297.53,92,100,2.44,PA,1667719365,24.42999999999995
454,kiunga,-6.1219,141.2906,300.49,85,99,1.31,PG,1667719365,27.389999999999986
455,ciudad bolivar,8.1222,-63.5497,297.63,77,50,1.18,VE,1667719365,24.529999999999973
456,poum,-20.2333,164.0167,299.73,75,3,1.96,NC,1667719366,26.629999999999995
457,alofi,-19.0595,-169.9187,296.09,83,3,4.63,NU,1667719366,22.989999999999952
458,yerbogachen,61.2767,108.0108,266.97,86,92,4.75,RU,1667719366,-6.1299999999999955
459,prince rupert,54.3161,-130.3201,277.98,66,100,7.2,CA,1667719367,4.8799999999999955
460,lyangasovo,58.5176,49.4472,271.41,80,99,3.04,RU,1667719367,-1.6899999999999977
461,asfi,32.2994,-9.2372,291.29,91,60,5.01,MA,1667719368,18.189999999999998
462,tharad,24.3961,71.6267,306.39,21,83,2.23,IN,1667719368,33.289999999999964
463,tamiahua,21.2667,-97.45,297.29,90,45,2.85,MX,1667719370,24.189999999999998
464,auki,-8.7676,160.7034,299.96,83,29,2.53,SB,1667719370,26.859999999999957
465,breytovo,58.2993,37.8617,272.49,84,96,4.67,RU,1667719371,-0.6100000000000136
466,hare bay,48.8499,-54.0148,278.93,85,100,3.92,CA,1667719371,5.829999999999984
467,zhezkazgan,47.8043,67.7144,275.14,64,100,2.0,KZ,1667719372,2.0399999999999636
468,rafai,4.95,23.9167,299.2,70,91,0.37,CF,1667719372,26.099999999999966
469,olecko,54.0337,22.507,278.9,94,100,2.24,PL,1667719373,5.7999999999999545
470,san rafael,-34.6177,-68.3301,293.19,33,100,2.35,AR,1667719373,20.089999999999975
471,faya,18.3851,42.4509,295.44,41,4,0.81,SA,1667719373,22.339999999999975
472,kargil,34.5667,76.1,275.07,60,100,1.98,IN,1667719373,1.9699999999999704
473,rock sound,24.9,-76.2,300.11,71,2,9.85,BS,1667719374,27.00999999999999
474,chalons-en-champagne,48.9539,4.3672,280.19,94,75,3.47,FR,1667719374,7.089999999999975
475,bilma,18.6853,12.9164,294.33,24,37,3.38,NE,1667719374,21.22999999999996
476,cuajinicuilapa,16.4667,-98.4167,297.57,89,95,1.22,MX,1667719375,24.46999999999997
477,loveland,40.3978,-105.075,282.28,49,20,6.69,US,1667719375,9.17999999999995
478,alegrete,-29.7831,-55.7919,286.33,83,0,6.75,BR,1667719375,13.229999999999961
479,axim,4.8699,-2.2405,298.94,86,74,2.53,GH,1667719376,25.839999999999975
480,vallenar,-28.5708,-70.7581,287.72,73,39,1.04,CL,1667719376,14.620000000000005
481,fairbanks,64.8378,-147.7164,256.99,84,0,2.06,US,1667719376,-16.110000000000014
482,otradnoye,59.7775,30.8181,273.18,73,100,4.57,RU,1667719377,0.07999999999998408
483,bosaso,11.2842,49.1816,301.14,74,75,0.0,SO,1667719377,28.039999999999964
484,pangkalanbuun,-2.6833,111.6167,299.06,91,100,1.96,ID,1667719378,25.95999999999998
485,george,-33.963,22.4617,290.9,88,75,4.63,ZA,1667719378,17.799999999999955
486,comodoro rivadavia,-45.8667,-67.5,286.07,88,0,5.14,AR,1667719378,12.96999999999997
487,tieling,42.2931,123.8414,285.05,56,100,4.43,CN,1667719379,11.949999999999989
488,chernoistochinsk,57.7364,59.8719,270.28,79,100,5.07,RU,1667719380,-2.82000000000005
489,kautokeino,69.0125,23.0412,274.58,98,100,4.96,NO,1667719380,1.4799999999999613
490,biskamzha,53.4497,89.5272,279.77,70,77,2.01,RU,1667719381,6.669999999999959
491,fergus falls,46.283,-96.0776,279.74,63,75,6.17,US,1667719381,6.639999999999986
492,xinyu,27.8043,114.9334,296.59,39,22,1.21,CN,1667719381,23.489999999999952
493,kaniama,-7.5667,24.1833,294.34,90,93,1.42,CD,1667719382,21.239999999999952
494,yurginskoye,56.8189,67.3921,270.68,90,99,5.5,RU,1667719382,-2.420000000000016
495,dullewala,31.8359,71.4362,298.9,41,100,4.73,PK,1667719382,25.799999999999955
496,mayo,38.8876,-76.5119,294.31,92,0,4.63,US,1667719383,21.20999999999998
497,boa vista,2.8197,-60.6733,296.14,100,75,2.57,BR,1667719383,23.039999999999964
498,inhambane,-23.865,35.3833,302.14,74,75,4.12,MZ,1667719141,29.039999999999964
499,kailua,21.4022,-157.7394,300.14,79,100,1.34,US,1667719384,27.039999999999964
500,khorlovo,55.3353,38.8131,271.94,80,89,2.22,RU,1667719384,-1.160000000000025
501,houma,29.5958,-90.7195,296.49,96,100,4.63,US,1667719384,23.389999999999986
502,evensk,61.95,159.2333,268.92,96,100,2.16,RU,1667719385,-4.180000000000007
503,pacifica,37.6138,-122.4869,289.49,94,75,3.6,US,1667719385,16.389999999999986
504,kenai,60.5544,-151.2583,269.9,58,0,5.66,US,1667719386,-3.2000000000000455
505,wexford,52.3342,-6.4575,284.89,85,17,8.47,IE,1667719386,11.789999999999964
506,alto araguaia,-17.3147,-53.2153,290.11,57,0,1.43,BR,1667719386,17.00999999999999
507,thinadhoo,0.5333,72.9333,300.61,75,26,4.33,MV,1667719386,27.50999999999999
508,biltine,14.5333,20.9167,302.08,17,78,7.24,TD,1667719387,28.97999999999996
509,tofield,53.3668,-112.6686,263.77,86,100,6.05,CA,1667719387,-9.330000000000041
510,turbat,26.0023,63.044,301.1,51,100,3.66,PK,1667719387,28.0
511,waipawa,-41.4122,175.5153,283.65,75,31,3.15,NZ,1667719388,10.549999999999955
512,kuching,1.55,110.3333,301.27,74,40,4.47,MY,1667719155,28.16999999999996
513,reichenau,50.9075,14.9563,278.97,94,20,0.89,PL,1667719388,5.8700000000000045
514,solnechnyy,50.7214,136.6319,269.46,43,0,0.14,RU,1667719389,-3.640000000000043
515,ballina,-28.8667,153.5667,293.71,74,0,3.7,AU,1667719389,20.609999999999957
516,bada,51.392,109.8717,275.05,62,80,4.47,RU,1667719389,1.9499999999999886
517,clearwater,27.9659,-82.8001,297.11,81,0,3.13,US,1667719390,24.00999999999999
518,bara,10.3744,10.7288,297.02,26,62,2.66,NG,1667719390,23.91999999999996
519,nabire,-3.3667,135.4833,301.5,81,99,0.6,ID,1667719390,28.399999999999977
520,brownwood,31.7093,-98.9912,288.15,52,0,2.57,US,1667719391,15.049999999999955
521,josanicka banja,43.3895,20.7503,279.76,94,100,1.75,RS,1667719391,6.659999999999968
522,wattegama,6.7989,81.4808,304.21,54,74,3.02,LK,1667719270,31.109999999999957
523,filingue,14.3521,3.3168,297.74,16,99,3.98,NE,1667719392,24.639999999999986
524,kidal,18.4411,1.4078,294.98,20,0,4.14,ML,1667719392,21.879999999999995
525,padang,-0.9492,100.3543,304.18,74,88,2.2,ID,1667719393,31.079999999999984
526,shenjiamen,29.9576,122.298,289.72,59,99,3.57,CN,1667719394,16.620000000000005
527,nyurba,63.2842,118.3319,255.35,97,87,1.26,RU,1667719394,-17.75000000000003
528,nigde,37.8333,34.75,284.82,34,0,1.68,TR,1667719394,11.71999999999997
529,nsanje,-16.92,35.262,304.09,52,79,1.07,MW,1667719395,30.989999999999952
530,shelburne,44.0787,-80.2041,288.57,69,100,8.24,CA,1667719395,15.46999999999997
531,bayan,46.0833,127.4,277.8,43,10,1.99,CN,1667719395,4.699999999999989
532,great bend,38.3645,-98.7648,280.95,80,0,3.09,US,1667719395,7.849999999999966
533,cap-aux-meules,47.3821,-61.8597,286.16,94,76,6.17,CA,1667719396,13.060000000000002
534,sheksna,59.21,38.5107,270.13,89,74,3.64,RU,1667719396,-2.9700000000000273
535,agadir,30.4202,-9.5982,287.4,58,5,0.97,MA,1667719396,14.299999999999955
536,santiago,-33.4569,-70.6483,291.62,71,0,3.6,CL,1667719296,18.519999999999982
537,impfondo,1.6381,18.0667,295.97,91,98,0.83,CG,1667719152,22.870000000000005
538,ifakara,-8.1333,36.6833,303.15,46,47,1.79,TZ,1667719397,30.049999999999955
539,coahuayana,18.7333,-103.6833,296.99,93,58,1.15,MX,1667719398,23.889999999999986
540,khromtau,50.2503,58.4347,269.99,84,97,2.67,KZ,1667719398,-3.1100000000000136
541,bulungu,-4.55,18.6,294.15,99,100,1.19,CD,1667719398,21.049999999999955
542,nanakuli,21.3906,-158.1547,300.12,62,0,2.57,US,1667719398,27.019999999999982
543,kokopo,-4.352,152.2633,299.42,80,90,1.3,PG,1667719399,26.319999999999993
544,krasnovishersk,60.4078,57.082,269.96,90,100,1.15,RU,1667719399,-3.140000000000043
545,acapulco,16.8634,-99.8901,299.05,89,40,1.03,MX,1667719399,25.94999999999999
546,andapa,-14.65,49.65,301.36,44,14,2.26,MG,1667719400,28.25999999999999
547,grand-santi,4.25,-54.3833,295.33,99,99,0.51,GF,1667719400,22.22999999999996
548,okakarara,-20.5833,17.4333,295.93,25,99,2.42,NA,1667719208,22.829999999999984
